 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> September 17, 2015 
 ==================================================================

 Disk File Name = SRIM Outputs\62Mn_109Ag.txt

 Ion = Manganese [25] , Mass = 62 amu

 Target Density =  1.0473E+01 g/cm3 = 5.7861E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Ag     47    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 200.00 MeV   1.518E+01  1.906E-02   14.51 um     6012 A      6996 A   
 225.00 MeV   1.486E+01  1.724E-02   16.10 um     6462 A      7175 A   
 250.00 MeV   1.453E+01  1.576E-02   17.72 um     6900 A      7353 A   
 275.00 MeV   1.420E+01  1.453E-02   19.38 um     7329 A      7530 A   
 300.00 MeV   1.387E+01  1.348E-02   21.08 um     7753 A      7707 A   
 325.00 MeV   1.355E+01  1.259E-02   22.82 um     8173 A      7886 A   
 350.00 MeV   1.324E+01  1.181E-02   24.60 um     8591 A      8066 A   
 375.00 MeV   1.295E+01  1.113E-02   26.42 um     9007 A      8249 A   
 400.00 MeV   1.266E+01  1.052E-02   28.28 um     9423 A      8434 A   
 450.00 MeV   1.214E+01  9.505E-03   32.12 um     1.09 um     8813 A   
 500.00 MeV   1.166E+01  8.675E-03   36.13 um     1.24 um     9205 A   
 550.00 MeV   1.123E+01  7.986E-03   40.30 um     1.38 um     9609 A   
 600.00 MeV   1.083E+01  7.403E-03   44.63 um     1.52 um     1.00 um  
 650.00 MeV   1.047E+01  6.904E-03   49.11 um     1.65 um     1.05 um  
 700.00 MeV   1.013E+01  6.472E-03   53.74 um     1.78 um     1.09 um  
 800.00 MeV   9.538E+00  5.758E-03   63.45 um     2.26 um     1.18 um  
 900.00 MeV   9.021E+00  5.193E-03   73.73 um     2.70 um     1.28 um  
   1.00 GeV   8.566E+00  4.734E-03   84.59 um     3.12 um     1.39 um  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.0473E+02                 eV / Angstrom 
  1.0473E+03                keV / micron   
  1.0473E+03                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  1.8100E+02                 eV / (1E15 atoms/cm2)
  2.3321E-01                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
