 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> October 29, 2018 
 ==================================================================

 Disk File Name = SRIM Outputs\104Pd_104Pd.txt

 Ion = Palladium [46] , Mass = 104 amu

 Target Density =  1.2020E+01 g/cm3 = 6.9600E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Pd     46    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 180.00 MeV   3.083E+01  1.074E-01    8.15 um     4922 A      6356 A   
 200.00 MeV   3.154E+01  9.851E-02    8.68 um     5004 A      6441 A   
 225.00 MeV   3.257E+01  8.936E-02    9.32 um     5113 A      6536 A   
 250.00 MeV   3.331E+01  8.188E-02    9.95 um     5214 A      6622 A   
 275.00 MeV   3.384E+01  7.563E-02   10.57 um     5308 A      6700 A   
 300.00 MeV   3.424E+01  7.032E-02   11.18 um     5396 A      6773 A   
 325.00 MeV   3.453E+01  6.576E-02   11.78 um     5482 A      6841 A   
 350.00 MeV   3.473E+01  6.179E-02   12.38 um     5563 A      6905 A   
 375.00 MeV   3.486E+01  5.830E-02   12.97 um     5643 A      6966 A   
 400.00 MeV   3.493E+01  5.521E-02   13.57 um     5720 A      7025 A   
 450.00 MeV   3.492E+01  4.998E-02   14.76 um     5990 A      7136 A   
 500.00 MeV   3.476E+01  4.570E-02   15.95 um     6247 A      7241 A   
 550.00 MeV   3.451E+01  4.214E-02   17.15 um     6497 A      7341 A   
 600.00 MeV   3.418E+01  3.913E-02   18.36 um     6741 A      7438 A   
 650.00 MeV   3.380E+01  3.654E-02   19.58 um     6980 A      7532 A   
 700.00 MeV   3.338E+01  3.429E-02   20.81 um     7216 A      7624 A   
 800.00 MeV   3.248E+01  3.058E-02   23.34 um     8087 A      7806 A   
 900.00 MeV   3.154E+01  2.763E-02   25.93 um     8916 A      7986 A   
   1.00 GeV   3.059E+01  2.523E-02   28.61 um     9719 A      8165 A   
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.2020E+02                 eV / Angstrom 
  1.2020E+03                keV / micron   
  1.2020E+03                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  1.7269E+02                 eV / (1E15 atoms/cm2)
  9.7750E-02                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
